-90,-180,15.4205
-90,-175,15.4205
-90,-170,15.4205
-90,-165,15.4205
-90,-160,15.4205
-90,-155,15.4205
-90,-150,15.4205
-90,-145,15.4205
-90,-140,15.4205
-90,-135,15.4205
-90,-130,15.4205
-90,-125,15.4205
-90,-120,15.4205
-90,-115,15.4205
-90,-110,15.4205
-90,-105,15.4205
-90,-100,15.4205
-90,-95,15.4205
-90,-90,15.4205
-90,-85,15.4205
-90,-80,15.4205
-90,-75,15.4205
-90,-70,15.4205
-90,-65,15.4205
-90,-60,15.4205
-90,-55,15.4205
-90,-50,15.4205
-90,-45,15.4205
-90,-40,15.4205
-90,-35,15.4205
-90,-30,15.4205
-90,-25,15.4205
-90,-20,15.4205
-90,-15,15.4205
-90,-10,15.4205
-90,-5,15.4205
-90,0,15.4205
-90,5,15.4205
-90,10,15.4205
-90,15,15.4205
-90,20,15.4205
-90,25,15.4205
-90,30,15.4205
-90,35,15.4205
-90,40,15.4205
-90,45,15.4205
-90,50,15.4205
-90,55,15.4205
-90,60,15.4205
-90,65,15.4205
-90,70,15.4205
-90,75,15.4205
-90,80,15.4205
-90,85,15.4205
-90,90,15.4205
-90,95,15.4205
-90,100,15.4205
-90,105,15.4205
-90,110,15.4205
-90,115,15.4205
-90,120,15.4205
-90,125,15.4205
-90,130,15.4205
-90,135,15.4205
-90,140,15.4205
-90,145,15.4205
-90,150,15.4205
-90,155,15.4205
-90,160,15.4205
-90,165,15.4205
-90,170,15.4205
-90,175,15.4205
-90,180,15.4205
-85,-180,15.4205
-85,-175,15.4205
-85,-170,15.4205
-85,-165,15.4205
-85,-160,15.4205
-85,-155,15.4205
-85,-150,15.4205
-85,-145,15.4205
-85,-140,15.4205
-85,-135,15.4205
-85,-130,15.4205
-85,-125,15.4205
-85,-120,15.4205
-85,-115,15.4205
-85,-110,15.4205
-85,-105,15.4205
-85,-100,15.4205
-85,-95,15.4205
-85,-90,15.4205
-85,-85,15.4205
-85,-80,15.4205
-85,-75,15.4205
-85,-70,15.4205
-85,-65,15.4205
-85,-60,15.4205
-85,-55,15.4205
-85,-50,15.4205
-85,-45,15.4205
-85,-40,15.4205
-85,-35,15.4205
-85,-30,15.4205
-85,-25,15.4205
-85,-20,15.4205
-85,-15,15.4205
-85,-10,15.4205
-85,-5,15.4205
-85,0,15.4205
-85,5,15.4205
-85,10,15.4205
-85,15,15.4205
-85,20,15.4205
-85,25,15.4205
-85,30,15.4205
-85,35,15.4205
-85,40,15.4205
-85,45,15.4205
-85,50,15.4205
-85,55,15.4205
-85,60,15.4205
-85,65,15.4205
-85,70,15.4205
-85,75,15.4205
-85,80,15.4205
-85,85,15.4205
-85,90,15.4205
